Date,Open,High,Low,Close,SSC,plot_dowPeak,plot_dowTrough,last_dow_profit,ATR20,LDV4,LWV4,MVF
20/05/2022,50471,50860,50471,50829,nan,nan,49863,2120,624.55,0,0,2.15765
19/05/2022,50280,50760,50058,50544,nan,50580,49863,2120,633,1,0,4.21538
18/05/2022,50120,50366,49863,50218,49863,51557,nan,545,623.15,1,0,4.86521
17/05/2022,50399,50580,50130,50173,50580,51557,nan,545,619.95,1,0,4.74652
16/05/2022,49930,50297,49572,50248,49572,51557,nan,545,635.25,0,0,6.02286
13/05/2022,50067,50249,49670,49873,nan,51557,nan,545,632.55,0,0,6.76153
12/05/2022,50939,50946,50140,50174,nan,51557,nan,545,624.1,0,0,5.87926
11/05/2022,50449,50888,50322,50822,nan,51557,nan,545,600.95,0,0,5.19772
10/05/2022,50971,51118,50511,50586,nan,51879,nan,545,613.7,0,0,4.84166
9/05/2022,51259,51386,50901,50959,nan,51879,nan,545,619.3,0,0,4.10693
6/05/2022,50936,51538,50905,51343,nan,51879,nan,545,620.85,0,0,4.0994
